n1,n2,etype
P597376,T1875,PT
P597376,T2417,PT
P597376,T2869,PT
P597377,T344,PT
P597377,T350,PT
P597377,T483,PT
P597377,T512,PT
P597377,T986,PT
P597377,T2655,PT
P597378,T310,PT
P597378,T402,PT
P597378,T403,PT
P597378,T797,PT
P597378,T2461,PT
P597379,T126,PT
P597379,T206,PT
P597379,T358,PT
P597379,T647,PT
P597379,T704,PT
P597380,T155,PT
P597380,T350,PT
P597380,T361,PT
P597380,T461,PT
P597380,T839,PT
P597381,T54,PT
P597381,T358,PT
P597381,T443,PT
P597381,T521,PT
P597381,T545,PT
P597381,T645,PT
P597382,T51,PT
P597382,T375,PT
P597382,T460,PT
P597382,T500,PT
P597382,T661,PT
P597382,T901,PT
P597382,T1916,PT
P597382,T2446,PT
P597382,T5211,PT
P597382,T6504,PT
P597383,T51,PT
P597383,T375,PT
P597383,T460,PT
P597383,T500,PT
P597383,T661,PT
P597383,T6504,PT
P597385,T41,PT
P597385,T90,PT
P597385,T196,PT
P597385,T375,PT
P597385,T471,PT
P597388,T81,PT
P597388,T91,PT
P597388,T220,PT
P597388,T461,PT
P597388,T499,PT
P597388,T744,PT
P597388,T951,PT
P597388,T1085,PT
P597388,T2665,PT
P597392,T84,PT
P597392,T512,PT
P597392,T513,PT
P597392,T569,PT
P597392,T685,PT
P597392,T1404,PT
P597392,T1481,PT
P597392,T1972,PT
P597392,T1995,PT
P597392,T2274,PT
P597394,T81,PT
P597394,T134,PT
P597394,T153,PT
P597394,T248,PT
P597394,T305,PT
P597394,T461,PT
P597394,T512,PT
P597394,T685,PT
P597394,T1364,PT
P597394,T2194,PT
P597394,T2883,PT
P597394,T6815,PT
P597394,T6903,PT
P597396,T81,PT
P597396,T460,PT
P597396,T489,PT
P597396,T490,PT
P597396,T559,PT
P597396,T568,PT
P597396,T656,PT
P597396,T1409,PT
P597396,T6394,PT
P597396,T7509,PT
P597401,T54,PT
P597401,T178,PT
P597401,T233,PT
P597401,T330,PT
P597401,T576,PT
P597401,T723,PT
P597401,T818,PT
P597402,T528,PT
P597402,T542,PT
P597402,T578,PT
P597402,T589,PT
P597402,T963,PT
P597402,T1238,PT
P597403,T93,PT
P597403,T1246,PT
P597403,T1502,PT
P597403,T6740,PT
P597406,T560,PT
P597406,T981,PT
P597406,T3306,PT
P597406,T4944,PT
P597407,T190,PT
P597407,T499,PT
P597407,T542,PT
P597407,T596,PT
P597407,T695,PT
P597407,T2487,PT
P597408,T86,PT
P597408,T330,PT
P597408,T338,PT
P597408,T354,PT
P597408,T723,PT
P597411,T54,PT
P597411,T118,PT
P597411,T512,PT
P597411,T521,PT
P597411,T645,PT
P597411,T707,PT
P597411,T1070,PT
P597411,T3828,PT
P597412,T77,PT
P597412,T146,PT
P597412,T190,PT
P597412,T225,PT
P597412,T461,PT
P597412,T490,PT
P597412,T646,PT
P597412,T1037,PT
P597412,T4135,PT
P597413,T402,PT
P597413,T598,PT
P597413,T685,PT
P597414,T458,PT
P597414,T979,PT
P597414,T2722,PT
P597414,T4135,PT
P597414,T4976,PT
P597415,T458,PT
P597415,T1312,PT
P597415,T2206,PT
P597415,T2207,PT
P597417,T427,PT
P597417,T461,PT
P597417,T606,PT
P597417,T2212,PT
P597417,T2214,PT
P597421,T512,PT
P597421,T656,PT
P597421,T986,PT
P597421,T2102,PT
P597421,T4961,PT
P597427,T375,PT
P597427,T458,PT
P597427,T560,PT
P597427,T901,PT
P597427,T2553,PT
P597428,T124,PT
P597428,T375,PT
P597428,T587,PT
P597428,T738,PT
P597428,T1057,PT
P597428,T6587,PT
P597430,T13,PT
P597430,T425,PT
P597430,T461,PT
P597430,T839,PT
P597430,T2086,PT
P597430,T2926,PT
P597433,T305,PT
P597433,T461,PT
P597433,T839,PT
P597433,T3674,PT
P597436,T38,PT
P597436,T358,PT
P597436,T402,PT
P597436,T461,PT
P597436,T2365,PT
P597436,T2463,PT
P597436,T2490,PT
P597438,T461,PT
P597438,T521,PT
P597438,T839,PT
P597438,T1017,PT
P597438,T2508,PT
P597439,T165,PT
P597439,T199,PT
P597439,T461,PT
P597439,T560,PT
P597439,T645,PT
P597439,T723,PT
P597440,T121,PT
P597440,T190,PT
P597440,T204,PT
P597440,T461,PT
P597440,T685,PT
P597440,T708,PT
P597440,T2126,PT
P597441,T54,PT
P597441,T478,PT
P597441,T479,PT
P597441,T591,PT
P597441,T723,PT
P597442,T560,PT
P597442,T651,PT
P597442,T1642,PT
P597443,T305,PT
P597443,T461,PT
P597443,T866,PT
P597443,T2102,PT
P597443,T2926,PT
P597443,T3063,PT
P597444,T77,PT
P597444,T661,PT
P597444,T760,PT
P597444,T4248,PT
P597446,T54,PT
P597446,T336,PT
P597446,T358,PT
P597446,T521,PT
P597449,T26,PT
P597449,T209,PT
P597449,T249,PT
P597449,T570,PT
P597449,T795,PT
P597450,T384,PT
P597450,T461,PT
P597450,T475,PT
P597450,T602,PT
P597450,T1147,PT
P597450,T2320,PT
P597450,T12648,PT
P597451,T417,PT
P597451,T461,PT
P597451,T708,PT
P597451,T2126,PT
P597451,T2553,PT
P597451,T6350,PT
P597455,T358,PT
P597455,T1147,PT
P597455,T1258,PT
P597458,T250,PT
P597458,T452,PT
P597458,T461,PT
P597458,T563,PT
P597459,T109,PT
P597459,T180,PT
P597459,T251,PT
P597459,T1332,PT
P597459,T2089,PT
P597459,T3991,PT
P597459,T5434,PT
P597460,T38,PT
P597460,T84,PT
P597460,T280,PT
P597460,T461,PT
P597460,T6563,PT
P597461,T38,PT
P597461,T54,PT
P597461,T239,PT
P597461,T282,PT
P597461,T606,PT
P597461,T2212,PT
P597461,T2214,PT
P597464,T38,PT
P597464,T282,PT
P597464,T294,PT
P597464,T458,PT
P597464,T577,PT
P597465,T54,PT
P597465,T173,PT
P597465,T723,PT
P597465,T1017,PT
P597466,T279,PT
P597466,T645,PT
P597466,T943,PT
P597466,T1665,PT
P597466,T2446,PT
P597468,T280,PT
P597468,T305,PT
P597468,T344,PT
P597468,T358,PT
P597468,T512,PT
P597468,T513,PT
P597468,T645,PT
P597470,T138,PT
P597470,T1268,PT
P597470,T2526,PT
P597470,T6440,PT
P597473,T90,PT
P597473,T134,PT
P597473,T471,PT
P597473,T512,PT
P597474,T93,PT
P597474,T199,PT
P597474,T634,PT
P597474,T878,PT
P597475,T54,PT
P597475,T723,PT
P597475,T729,PT
P597478,T241,PT
P597478,T358,PT
P597478,T461,PT
P597478,T513,PT
P597478,T1241,PT
P597478,T4937,PT
P597479,T998,PT
P597479,T1423,PT
P597479,T1489,PT
P597479,T3256,PT
P597480,T90,PT
P597480,T427,PT
P597480,T431,PT
P597481,T1473,PT
P597481,T1750,PT
P597481,T1953,PT
P597484,T38,PT
P597484,T54,PT
P597484,T490,PT
P597484,T1415,PT
P597484,T1870,PT
P597486,T274,PT
P597486,T512,PT
P597486,T953,PT
P597486,T2191,PT
P597486,T6886,PT
P597487,T512,PT
P597487,T644,PT
P597487,T1970,PT
P597487,T2289,PT
P597487,T4245,PT
P597489,T150,PT
P597489,T176,PT
P597489,T508,PT
P597489,T671,PT
P597489,T2562,PT
P597489,T4197,PT
P597491,T344,PT
P597491,T434,PT
P597491,T742,PT
P597492,T190,PT
P597492,T235,PT
P597492,T542,PT
P597492,T675,PT
P597492,T733,PT
P597492,T808,PT
P597492,T1917,PT
P597492,T2026,PT
P597492,T2208,PT
P597492,T3788,PT
P597494,T235,PT
P597494,T358,PT
P597494,T452,PT
P597494,T461,PT
P597494,T508,PT
P597494,T878,PT
P597495,T336,PT
P597495,T402,PT
P597495,T486,PT
P597495,T605,PT
P597495,T1041,PT
P597495,T1248,PT
P597496,T336,PT
P597500,T175,PT
P597500,T461,PT
P597501,T116,PT
P597501,T134,PT
P597501,T240,PT
P597501,T461,PT
P597501,T521,PT
P597501,T678,PT
P597501,T839,PT
P597501,T920,PT
P597502,T155,PT
P597502,T282,PT
P597502,T512,PT
P597502,T534,PT
P597502,T596,PT
P597502,T821,PT
P597502,T920,PT
P597502,T2421,PT
P597502,T2456,PT
P597502,T2702,PT
P597503,T38,PT
P597503,T39,PT
P597503,T124,PT
P597503,T206,PT
P597503,T492,PT
P597503,T512,PT
P597504,T121,PT
P597504,T401,PT
P597504,T456,PT
P597504,T461,PT
P597504,T522,PT
P597504,T909,PT
P597504,T2279,PT
P597504,T2735,PT
P597510,T81,PT
P597510,T206,PT
P597510,T452,PT
P597510,T496,PT
P597510,T497,PT
P597510,T953,PT
P597511,T147,PT
P597511,T460,PT
P597511,T461,PT
P597511,T991,PT
P597511,T1245,PT
P597511,T1508,PT
P597511,T5175,PT
P597511,T7881,PT
P597514,T121,PT
P597514,T134,PT
P597514,T156,PT
P597514,T201,PT
P597514,T334,PT
P597514,T512,PT
P597514,T1622,PT
P597515,T54,PT
P597515,T233,PT
P597515,T350,PT
P597515,T458,PT
P597515,T560,PT
P597515,T822,PT
P597515,T1042,PT
P597516,T21,PT
P597516,T38,PT
P597516,T190,PT
P597516,T375,PT
P597516,T483,PT
P597516,T542,PT
P597516,T661,PT
P597516,T908,PT
P597516,T2214,PT
P597516,T2646,PT
P597517,T460,PT
P597517,T678,PT
P597517,T1245,PT
P597517,T5011,PT
P597518,T375,PT
P597518,T529,PT
P597518,T2154,PT
P597518,T2833,PT
P597520,T51,PT
P597520,T375,PT
P597520,T460,PT
P597520,T500,PT
P597520,T503,PT
P597520,T661,PT
P597520,T1261,PT
P597521,T38,PT
P597521,T81,PT
P597521,T460,PT
P597521,T529,PT
P597521,T542,PT
P597521,T560,PT
P597521,T598,PT
P597521,T600,PT
P597521,T1508,PT
P597522,T38,PT
P597522,T54,PT
P597522,T109,PT
P597522,T250,PT
P597522,T294,PT
P597522,T297,PT
P597522,T375,PT
P597522,T651,PT
P597522,T1201,PT
P597522,T2112,PT
P597523,T103,PT
P597523,T173,PT
P597523,T235,PT
P597523,T282,PT
P597523,T452,PT
P597523,T461,PT
P597523,T4264,PT
P597524,T81,PT
P597524,T90,PT
P597524,T134,PT
P597524,T483,PT
P597524,T645,PT
P597524,T2274,PT
P597524,T2856,PT
P597524,T5014,PT
P597525,T452,PT
P597525,T461,PT
P597525,T500,PT
P597525,T2177,PT
P597525,T2274,PT
P597525,T2337,PT
P597525,T2794,PT
P597525,T10538,PT
P597526,T50,PT
P597526,T81,PT
P597526,T384,PT
P597526,T640,PT
P597526,T761,PT
P597526,T1515,PT
P597528,T280,PT
P597528,T461,PT
P597528,T529,PT
P597528,T542,PT
P597528,T560,PT
P597528,T645,PT
P597528,T792,PT
P597528,T839,PT
P597528,T3143,PT
P597529,T190,PT
P597529,T294,PT
P597529,T512,PT
P597529,T651,PT
P597529,T669,PT
P597529,T6897,PT
P597534,T134,PT
P597534,T153,PT
P597534,T154,PT
P597534,T461,PT
P597534,T839,PT
P597534,T1972,PT
P597536,T153,PT
P597536,T165,PT
P597536,T461,PT
P597536,T517,PT
P597537,T6,PT
P597537,T114,PT
P597537,T225,PT
P597537,T238,PT
P597537,T401,PT
P597537,T458,PT
P597537,T577,PT
P597537,T674,PT
P597537,T836,PT
P597537,T2324,PT
P597538,T179,PT
P597542,T280,PT
P597542,T282,PT
P597542,T434,PT
P597542,T513,PT
P597542,T542,PT
P597542,T1128,PT
P597542,T1273,PT
P597542,T1631,PT
P597542,T2172,PT
P597542,T2184,PT
P597542,T3081,PT
P597542,T3679,PT
P597543,T282,PT
P597543,T425,PT
P597543,T461,PT
P597543,T708,PT
P597543,T839,PT
P597544,T54,PT
P597544,T81,PT
P597544,T121,PT
P597544,T425,PT
P597544,T443,PT
P597544,T708,PT
P597544,T6341,PT
P597547,T357,PT
P597547,T471,PT
P597547,T479,PT
P597547,T623,PT
P597547,T748,PT
P597547,T2337,PT
P597547,T11255,PT
P597551,T119,PT
P597551,T375,PT
P597551,T521,PT
P597551,T529,PT
P597551,T579,PT
P597551,T6735,PT
P597554,T310,PT
P597554,T401,PT
P597554,T474,PT
P597554,T1017,PT
P597554,T6739,PT
P597558,T115,PT
P597558,T220,PT
P597558,T358,PT
P597558,T792,PT
P597559,T461,PT
P597559,T652,PT
P597559,T887,PT
P597559,T1772,PT
P597559,T2421,PT
P597560,T81,PT
P597560,T1305,PT
P597560,T2274,PT
P597560,T2526,PT
P597560,T2841,PT
P597561,T375,PT
P597569,T2205,PT
P597569,T4880,PT
P597571,T358,PT
P597571,T512,PT
P597571,T1348,PT
P597571,T6610,PT
P597572,T199,PT
P597572,T859,PT
P597572,T1323,PT
P597573,T38,PT
P597573,T402,PT
P597573,T468,PT
P597573,T695,PT
P597573,T715,PT
P597573,T2820,PT
P597574,T401,PT
P597574,T561,PT
P597574,T674,PT
P597574,T952,PT
P597574,T999,PT
P597574,T2414,PT
P597575,T238,PT
P597575,T305,PT
P597575,T358,PT
P597575,T401,PT
P597575,T512,PT
P597575,T600,PT
P597575,T635,PT
P597575,T3286,PT
P597575,T12682,PT
P597576,T388,PT
P597576,T529,PT
P597576,T560,PT
P597576,T675,PT
P597576,T4976,PT
P597577,T103,PT
P597577,T365,PT
P597577,T767,PT
P597577,T1057,PT
P597577,T4716,PT
P597578,T666,PT
P597578,T1043,PT
P597578,T1246,PT
P597578,T5722,PT
P597578,T6781,PT
P597579,T54,PT
P597579,T90,PT
P597579,T400,PT
P597579,T471,PT
P597579,T560,PT
P597579,T598,PT
P597579,T675,PT
P597579,T2393,PT
P597580,T57,PT
P597580,T490,PT
P597580,T524,PT
P597580,T542,PT
P597580,T4451,PT
P597581,T133,PT
P597581,T190,PT
P597581,T225,PT
P597581,T282,PT
P597581,T542,PT
P597581,T587,PT
P597581,T589,PT
P597581,T955,PT
P597581,T1057,PT
P597581,T6684,PT
P597582,T118,PT
P597582,T767,PT
P597582,T774,PT
P597582,T1057,PT
P597582,T2522,PT
P597582,T3342,PT
P597582,T6431,PT
P597582,T10560,PT
P597583,T452,PT
P597583,T496,PT
P597583,T847,PT
P597583,T1107,PT
P597583,T5007,PT
P597585,T51,PT
P597585,T114,PT
P597585,T452,PT
P597585,T461,PT
P597585,T1035,PT
P597585,T1036,PT
P597587,T109,PT
P597587,T240,PT
P597587,T365,PT
P597587,T461,PT
P597587,T486,PT
P597587,T3097,PT
P597588,T50,PT
P597588,T81,PT
P597588,T109,PT
P597588,T365,PT
P597588,T461,PT
P597588,T3097,PT
P597589,T415,PT
P597589,T425,PT
P597589,T534,PT
P597589,T651,PT
P597589,T779,PT
P597589,T1084,PT
P597589,T2139,PT
P597589,T2387,PT
P597589,T4699,PT
P597590,T42,PT
P597590,T90,PT
P597590,T249,PT
P597590,T358,PT
P597590,T468,PT
P597590,T471,PT
P597590,T512,PT
P597590,T616,PT
P597591,T235,PT
P597591,T358,PT
P597591,T648,PT
P597591,T1098,PT
P597591,T3855,PT
P597593,T76,PT
P597593,T119,PT
P597593,T513,PT
P597593,T1047,PT
P597593,T1205,PT
P597593,T1792,PT
P597593,T2562,PT
P597595,T298,PT
P597595,T330,PT
P597595,T425,PT
P597595,T461,PT
P597595,T527,PT
P597595,T562,PT
P597595,T1972,PT
P597596,T235,PT
P597596,T396,PT
P597596,T460,PT
P597596,T461,PT
P597596,T746,PT
P597596,T1213,PT
P597596,T3502,PT
P597596,T4984,PT
P597596,T6760,PT
P597598,T375,PT
P597598,T452,PT
P597598,T460,PT
P597598,T486,PT
P597598,T560,PT
P597598,T903,PT
P597599,T298,PT
P597599,T512,PT
P597599,T1804,PT
P597599,T2775,PT
P597600,T81,PT
P597600,T121,PT
P597600,T519,PT
P597600,T779,PT
P597600,T2387,PT
P597600,T3617,PT
P597601,T309,PT
P597601,T528,PT
P597601,T587,PT
P597601,T6759,PT
P597603,T38,PT
P597603,T81,PT
P597603,T206,PT
P597603,T225,PT
P597603,T674,PT
P597603,T694,PT
P597603,T695,PT
P597603,T713,PT
P597603,T792,PT
P597603,T937,PT
P597605,T2,PT
P597605,T119,PT
P597605,T445,PT
P597605,T458,PT
P597605,T901,PT
P597605,T926,PT
P597605,T1138,PT
P597605,T5013,PT
P597606,T51,PT
P597606,T171,PT
P597606,T226,PT
P597606,T334,PT
P597606,T560,PT
P597606,T4640,PT
P597610,T38,PT
P597610,T529,PT
P597610,T542,PT
P597610,T768,PT
P597610,T795,PT
P597610,T909,PT
P597610,T2977,PT
P597611,T401,PT
P597611,T512,PT
P597611,T671,PT
P597611,T1410,PT
P597611,T4209,PT
P597613,T358,PT
P597613,T460,PT
P597613,T512,PT
P597613,T645,PT
P597613,T1077,PT
P597615,T358,PT
P597615,T460,PT
P597615,T461,PT
P597618,T452,PT
P597618,T461,PT
P597618,T496,PT
P597618,T497,PT
P597618,T500,PT
P597618,T674,PT
P597618,T1092,PT
P597618,T2269,PT
P597618,T2547,PT
P597618,T4801,PT
P597618,T4930,PT
P597620,T651,PT
P597620,T1053,PT
P597621,T38,PT
P597621,T87,PT
P597621,T461,PT
P597621,T486,PT
P597621,T525,PT
P597621,T808,PT
P597621,T928,PT
P597621,T4452,PT
P597622,T134,PT
P597622,T375,PT
P597622,T521,PT
P597622,T529,PT
P597622,T771,PT
P597622,T881,PT
P597622,T1057,PT
P597622,T6082,PT
P597624,T54,PT
P597624,T521,PT
P597624,T557,PT
P597624,T565,PT
P597624,T2205,PT
P597624,T2387,PT
P597625,T2,PT
P597625,T100,PT
P597625,T172,PT
P597625,T425,PT
P597625,T512,PT
P597625,T708,PT
P597625,T2461,PT
P597626,T239,PT
P597626,T460,PT
P597626,T560,PT
P597626,T576,PT
P597626,T1673,PT
P597626,T5007,PT
P597626,T5990,PT
P597627,T103,PT
P597627,T529,PT
P597627,T909,PT
P597627,T1105,PT
P597627,T7494,PT
P597630,T560,PT
P597630,T955,PT
P597630,T981,PT
P597630,T4944,PT
P597633,T38,PT
P597633,T402,PT
P597633,T521,PT
P597633,T578,PT
P597633,T694,PT
P597633,T940,PT
P597634,T281,PT
P597634,T5562,PT
P597634,T7420,PT
P597635,T800,PT
P597635,T882,PT
P597635,T1583,PT
P597635,T2414,PT
P597637,T40,PT
P597637,T93,PT
P597637,T468,PT
P597637,T558,PT
P597637,T634,PT
P597640,T54,PT
P597640,T490,PT
P597640,T560,PT
P597640,T616,PT
P597640,T914,PT
P597640,T2029,PT
P597641,T382,PT
P597641,T512,PT
P597641,T580,PT
P597641,T661,PT
P597641,T723,PT
P597641,T814,PT
P597641,T1083,PT
P597641,T1933,PT
P597641,T2702,PT
P597641,T10275,PT
P597642,T81,PT
P597642,T289,PT
P597642,T322,PT
P597642,T712,PT
P597642,T723,PT
P597642,T1030,PT
P597642,T2205,PT
P597642,T2785,PT
P597642,T5007,PT
P597643,T21,PT
P597643,T54,PT
P597643,T252,PT
P597643,T805,PT
P597643,T1033,PT
P597643,T1531,PT
P597645,T38,PT
P597645,T191,PT
P597645,T305,PT
P597645,T358,PT
P597645,T530,PT
P597645,T540,PT
P597645,T2769,PT
P597646,T1291,PT
P597646,T2484,PT
P597646,T3439,PT
P597646,T3609,PT
P597646,T10898,PT
P597647,T119,PT
P597647,T522,PT
P597647,T779,PT
P597647,T1099,PT
P597647,T2387,PT
P597647,T4197,PT
P597647,T7553,PT
P597648,T7232,PT
P597649,T375,PT
P597649,T887,PT
P597649,T981,PT
P597649,T1607,PT
P597649,T2589,PT
P597649,T2621,PT
P597649,T3306,PT
P597650,T294,PT
P597650,T460,PT
P597650,T738,PT
P597650,T11258,PT
P597651,T38,PT
P597651,T54,PT
P597651,T109,PT
P597651,T138,PT
P597651,T250,PT
P597651,T672,PT
P597651,T904,PT
P597651,T2199,PT
P597651,T3081,PT
P597651,T5851,PT
P597653,T12,PT
P597653,T173,PT
P597653,T460,PT
P597653,T542,PT
P597653,T878,PT
P597654,T512,PT
P597654,T733,PT
P597654,T1886,PT
P597654,T2108,PT
P597654,T3613,PT
P597654,T4619,PT
P597655,T119,PT
P597655,T310,PT
P597655,T1455,PT
P597655,T4737,PT
P597657,T240,PT
P597657,T1455,PT
P597657,T2506,PT
P597657,T3343,PT
P597657,T6322,PT
P597658,T147,PT
P597658,T388,PT
P597658,T560,PT
P597658,T1036,PT
P597658,T1246,PT
P597658,T2214,PT
P597659,T225,PT
P597659,T358,PT
P597659,T461,PT
P597659,T674,PT
P597659,T1102,PT
P597659,T4950,PT
P597659,T5167,PT
P597659,T10181,PT
P597660,T294,PT
P597660,T425,PT
P597660,T542,PT
P597660,T553,PT
P597660,T560,PT
P597660,T1138,PT
P597660,T1834,PT
P597661,T15,PT
P597661,T147,PT
P597661,T622,PT
P597661,T1120,PT
P597661,T11240,PT
P597662,T282,PT
P597662,T461,PT
P597662,T529,PT
P597662,T1268,PT
P597662,T2526,PT
P597662,T7863,PT
P597663,T375,PT
P597663,T402,PT
P597663,T529,PT
P597663,T1332,PT
P597665,T458,PT
P597665,T560,PT
P597665,T577,PT
P597666,T81,PT
P597666,T401,PT
P597666,T466,PT
P597666,T542,PT
P597666,T581,PT
P597666,T585,PT
P597666,T671,PT
P597666,T1217,PT
P597666,T1975,PT
P597666,T2605,PT
P597667,T461,PT
P597667,T525,PT
P597667,T614,PT
P597667,T657,PT
P597667,T671,PT
P597668,T134,PT
P597668,T138,PT
P597668,T2345,PT
P597668,T2769,PT
P597668,T10461,PT
P597669,T375,PT
P597669,T383,PT
P597669,T557,PT
P597669,T656,PT
P597669,T4672,PT
P597670,T302,PT
P597670,T303,PT
P597670,T445,PT
P597670,T461,PT
P597670,T4761,PT
P597670,T6120,PT
P597672,T178,PT
P597672,T354,PT
P597672,T2177,PT
P597672,T4808,PT
P597674,T13,PT
P597674,T52,PT
P597674,T121,PT
P597674,T305,PT
P597674,T651,PT
P597674,T2926,PT
P597675,T93,PT
P597675,T338,PT
P597675,T339,PT
P597675,T1008,PT
P597675,T1168,PT
P597677,T402,PT
P597677,T590,PT
P597677,T6625,PT
P597679,T52,PT
P597679,T2289,PT
P597679,T2914,PT
P597679,T10461,PT
P597680,T303,PT
P597680,T461,PT
P597680,T2463,PT
P597680,T2469,PT
P597680,T8236,PT
P597682,T14,PT
P597682,T235,PT
P597682,T461,PT
P597682,T1434,PT
P597682,T3008,PT
P597682,T7403,PT
P597683,T305,PT
P597683,T461,PT
P597683,T1879,PT
P597684,T110,PT
P597684,T357,PT
P597684,T1695,PT
P597685,T187,PT
P597685,T310,PT
P597685,T474,PT
P597685,T503,PT
P597685,T560,PT
P597685,T2289,PT
P597685,T2362,PT
P597685,T6322,PT
P597687,T233,PT
P597687,T524,PT
P597687,T630,PT
P597687,T1181,PT
P597688,T134,PT
P597688,T403,PT
P597688,T512,PT
P597688,T797,PT
P597688,T1541,PT
P597688,T7422,PT
P597689,T305,PT
P597689,T339,PT
P597689,T461,PT
P597689,T483,PT
P597689,T510,PT
P597689,T1388,PT
P597689,T7244,PT
P597691,T3404,PT
P597692,T5,PT
P597692,T500,PT
P597692,T542,PT
P597692,T908,PT
P597692,T2452,PT
P597692,T4392,PT
P597692,T5534,PT
P597693,T54,PT
P597693,T138,PT
P597693,T249,PT
P597693,T634,PT
P597694,T294,PT
P597694,T460,PT
P597694,T651,PT
P597694,T742,PT
P597694,T2129,PT
P597697,T119,PT
P597697,T305,PT
P597697,T461,PT
P597697,T723,PT
P597697,T2398,PT
P597697,T2471,PT
P597700,T14,PT
P597700,T325,PT
P597700,T560,PT
P597700,T952,PT
P597700,T981,PT
P597700,T4944,PT
P597702,T39,PT
P597702,T81,PT
P597702,T86,PT
P597702,T250,PT
P597702,T461,PT
P597702,T528,PT
P597702,T1833,PT
P597704,T458,PT
P597704,T490,PT
P597704,T524,PT
P597704,T541,PT
P597704,T6356,PT
P597705,T77,PT
P597705,T507,PT
P597705,T908,PT
P597705,T6504,PT
P597706,T81,PT
P597706,T91,PT
P597706,T138,PT
P597706,T173,PT
P597706,T490,PT
P597706,T521,PT
P597706,T578,PT
P597706,T1085,PT
P597708,T461,PT
P597708,T644,PT
P597708,T729,PT
P597708,T1618,PT
P597708,T1882,PT
P597709,T507,PT
P597709,T705,PT
P597709,T1081,PT
P597710,T13,PT
P597710,T109,PT
P597710,T460,PT
P597710,T468,PT
P597710,T2926,PT
P597712,T1172,PT
P597712,T2981,PT
P597712,T4944,PT
P597713,T54,PT
P597713,T239,PT
P597713,T576,PT
P597713,T645,PT
P597713,T1279,PT
P597713,T2530,PT
P597713,T2531,PT
P597713,T2819,PT
P597714,T38,PT
P597714,T239,PT
P597714,T534,PT
P597714,T598,PT
P597714,T747,PT
P597714,T763,PT
P597714,T1902,PT
P597714,T2547,PT
P597714,T3747,PT
P597714,T4212,PT
P597714,T5897,PT
P597714,T6496,PT
P597716,T421,PT
P597716,T458,PT
P597716,T547,PT
P597716,T577,PT
P597716,T2324,PT
P597717,T666,PT
P597717,T1240,PT
P597717,T1872,PT
P597718,T119,PT
P597718,T933,PT
P597718,T1017,PT
P597718,T1428,PT
P597718,T4358,PT
P597718,T5897,PT
P597719,T354,PT
P597719,T1043,PT
P597719,T2202,PT
P597720,T126,PT
P597720,T176,PT
P597720,T206,PT
P597720,T542,PT
P597720,T2496,PT
P597720,T2502,PT
P597720,T4736,PT
P597720,T5002,PT
P597721,T461,PT
P597721,T500,PT
P597721,T1312,PT
P597721,T5534,PT
P597722,T54,PT
P597722,T375,PT
P597722,T383,PT
P597722,T529,PT
P597722,T2717,PT
P597725,T124,PT
P597725,T401,PT
P597725,T512,PT
P597725,T628,PT
P597725,T757,PT
P597725,T1178,PT
P597725,T2102,PT
P597726,T18,PT
P597726,T77,PT
P597726,T180,PT
P597726,T461,PT
P597726,T5047,PT
P597726,T10219,PT
P597727,T38,PT
P597727,T81,PT
P597727,T458,PT
P597727,T461,PT
P597727,T581,PT
P597727,T912,PT
P597727,T1434,PT
P597727,T1504,PT
P597727,T3964,PT
P597728,T38,PT
P597728,T305,PT
P597728,T310,PT
P597728,T461,PT
P597728,T474,PT
P597728,T3138,PT
P597728,T5175,PT
P597729,T521,PT
P597729,T560,PT
P597729,T2232,PT
P597729,T6504,PT
P597730,T174,PT
P597730,T358,PT
P597730,T458,PT
P597730,T475,PT
P597730,T924,PT
P597730,T1022,PT
P597731,T81,PT
P597731,T93,PT
P597731,T103,PT
P597731,T138,PT
P597731,T256,PT
P597731,T2995,PT
P597733,T121,PT
P597733,T358,PT
P597733,T542,PT
P597733,T589,PT
P597733,T590,PT
P597733,T746,PT
P597736,T38,PT
P597736,T118,PT
P597736,T282,PT
P597736,T358,PT
P597736,T461,PT
P597736,T521,PT
P597736,T542,PT
P597736,T635,PT
P597736,T908,PT
P597736,T933,PT
P597736,T2023,PT
P597736,T2194,PT
P597736,T3230,PT
P597736,T6360,PT
P597736,T6377,PT
P597736,T6396,PT
P597739,T133,PT
P597739,T147,PT
P597739,T375,PT
P597739,T661,PT
P597739,T1115,PT
P597740,T177,PT
P597740,T190,PT
P597740,T344,PT
P597740,T358,PT
P597740,T451,PT
P597740,T814,PT
P597740,T1376,PT
P597740,T2214,PT
P597740,T2880,PT
P597740,T3617,PT
P597741,T177,PT
P597741,T542,PT
P597741,T1268,PT
P597741,T2526,PT
P597742,T114,PT
P597742,T1282,PT
P597742,T2899,PT
P597742,T3138,PT
P597742,T3328,PT
P597743,T461,PT
P597743,T1043,PT
P597743,T1044,PT
P597743,T6760,PT
P597745,T645,PT
P597745,T1657,PT
P597745,T1691,PT
P597745,T2887,PT
P597745,T7782,PT
P597749,T542,PT
P597749,T560,PT
P597749,T981,PT
P597749,T2722,PT
P597749,T4944,PT
P597750,T2,PT
P597750,T118,PT
P597750,T651,PT
P597750,T795,PT
P597750,T7920,PT
P597751,T18,PT
P597751,T106,PT
P597751,T461,PT
P597751,T576,PT
P597751,T903,PT
P597751,T3548,PT
P597752,T461,PT
P597752,T646,PT
P597752,T738,PT
P597752,T6368,PT
P597754,T282,PT
